gene,objective,cycling_constraint
Atp6v1g2,0.3012655,1
Uchl5,0.30122405,1
AI662270,0.3011725,1
Ubap1l,0.30110514,1
Kdm1b,0.30109167,1
Ice1,0.30108672,1
Dvl3,0.3009529,1
Kif5a,0.30090705,1
Gm9917,0.30089915,1
Scarb2,0.30083585,1
Vbp1,0.3007737,1
Rpl24,0.30071893,1
Cdc25b,0.30065304,1
Pld1,0.30065197,1
2700097O09Rik,0.3005836,1
Isoc2a,0.30055374,1
Zdhhc15,0.3004559,1
Wbp2,0.3004504,1
Paics,0.3002099,1
Wdr46,0.30020306,1
Dtx4,0.30015627,1
Mrpl38,0.3001186,1
Gab3,0.3000323,1
Vopp1,0.3000323,1
Babam1,0.3000131,1
Jpt2,0.2999729,1
Kdm5c,0.299959,1
Abcg1,0.299919,1
Spg20,0.2998455,1
Trappc6a,0.29983935,1
Hist1h2ag,0.29982263,1
Gm50087,0.2997996,1
A930016O22Rik,0.2997279,1
Mapk1ip1l,0.29971117,1
Golga7,0.29969454,1
Nudt21,0.299634,1
A830082N09Rik,0.29955307,1
Gm31342,0.29954425,1
Kif9,0.2995301,1
Dynlt1c,0.29952708,1
Rab3d,0.29949456,1
Uqcrfs1,0.29946432,1
Recql,0.29943627,1
Slfn2,0.29938376,1
Pfdn2,0.29933268,1
Dnajb9,0.29927063,1
Gm12000,0.29926705,1
Lsm5,0.2992634,1
Gm17039,0.2991775,1
Wsb1,0.2991487,1
Adgrb2,0.29912657,1
Cdc42ep3,0.2990965,1
2700038G22Rik,0.29888391,1
Ggact,0.2988605,1
Atad3a,0.29884592,1
Prmt5,0.29882655,1
Tnip1,0.2987088,1
Slc25a19,0.29866266,1
Gm16283,0.2986396,1
Josd1,0.29860154,1
Polk,0.29850888,1
Abi3,0.29844904,1
Gm28497,0.29840517,1
Zfp551,0.29826048,1
Taf1a,0.298198,1
Il2rb,0.29814243,1
Adnp,0.29811063,1
Hmga1,0.2980758,1
Gpr34,0.29800066,1
Chrac1,0.29797286,1
Dym,0.2979691,1
Uxs1,0.29786655,1
Sod2,0.29785576,1
Sdcbp,0.2978358,1
Gm15775,0.2978138,1
Mrtfa,0.29773894,1
Zfp867,0.29755053,1
3010003L21Rik,0.297538,1
Mrfap1,0.29744777,1
Ralgapa1,0.2974223,1
Ahsa2,0.29740822,1
Snhg10,0.29740083,1
Foxd2os,0.29738837,1
Cldnd2,0.29737258,1
N6amt1,0.2972412,1
Rnps1,0.29715985,1
Mettl14,0.29700497,1
Pianp,0.29695588,1
Tango2,0.29691836,1
Rncr4,0.29683882,1
Mphosph10,0.2968108,1
Adcy9,0.2967635,1
Parp14,0.29676253,1
Pde4b,0.29675633,1
Vegfb,0.2967457,1
Senp2,0.29665923,1
Dnmt1,0.2965821,1
Gm41556,0.29648292,1
5830408C22Rik,0.29646173,1
Sec22a,0.29642326,1
Snx6,0.2963804,1
Slc25a39,0.29613188,1
Trp73,0.29611734,1
Cyb561a3,0.2960159,1
Wdr61,0.29598784,1
Slc6a19,0.29598597,1
Klhl4,0.29597908,1
Snx25,0.2959743,1
Bag4,0.29591522,1
Gm14326,0.29591358,1
Prkaa1,0.29588416,1
Elac2,0.29588234,1
Vcan,0.29586798,1
Zfp954,0.2958531,1
Mrps17,0.2958171,1
2510009E07Rik,0.29577467,1
Armt1,0.29565197,1
Armc10,0.29564106,1
Lyrm9,0.29555842,1
Pigc,0.29555708,1
Pcgf6,0.2954854,1
Zfp947,0.29545882,1
Lsm11,0.29544574,1
Slco3a1,0.2953146,1
Gtf3a,0.29524034,1
Chit1,0.29522124,1
Gls,0.2951562,1
Khnyn,0.29515603,1
Acaa2,0.29504606,1
Ccr8,0.29500374,1
Tbc1d24,0.29495513,1
Sntb1,0.29485586,1
Senp3,0.2948293,1
Elovl2,0.29478407,1
Gm10643,0.2947685,1
Gm9903,0.29476103,1
Mrpl21,0.2947439,1
Brk1,0.29465798,1
Gm20324,0.29464337,1
Tax1bp3,0.29463315,1
Anapc4,0.29462573,1
Muc6,0.29456887,1
Wnt6,0.29452145,1
Paqr6,0.29452,1
Dusp4,0.29439956,1
Otos,0.2943857,1
Inafm1,0.29437473,1
Rhbdd2,0.29431912,1
Spout1,0.2943163,1
Platr14,0.29423505,1
Gabrr1,0.29406106,1
Tmem170,0.294059,1
Cdh23,0.29398957,1
Brat1,0.29396138,1
Gm15518,0.29391295,1
Tg,0.2938847,1
Kcnc3,0.29387212,1
Gm36099,0.29385552,1
Wrn,0.29378784,1
M1ap,0.29378274,1
Ccl25,0.29377913,1
Nphp4,0.29367697,1
Dhx38,0.29362556,1
Tmem171,0.29360008,1
Pfdn4,0.29348078,1
Dsc3,0.29331183,1
B3galnt2,0.29325348,1
Adcy5,0.2932354,1
Churc1,0.29323006,1
Cln8,0.2931863,1
Mblac1,0.2931406,1
Inpp1,0.29301888,1
Poll,0.2929935,1
Ak6,0.2929659,1
Kctd5,0.2929251,1
Nub1,0.2928911,1
Tkfc,0.2928744,1
Nsun5,0.29285657,1
Esyt1,0.2927213,1
Tsta3,0.29271406,1
Rundc3b,0.29262218,1
Zfp667,0.29257643,1
C5ar1,0.29253972,1
Ikzf5,0.29252693,1
Surf6,0.2924431,1
Slc2a3,0.29242042,1
Cacna2d2,0.29227242,1
Wdr5b,0.29226938,1
Smo,0.29224026,1
A1cf,0.29222727,1
Gm47438,0.2921477,1
Ublcp1,0.29213136,1
E330020D12Rik,0.29211092,1
Kmt5b,0.29210967,1
A430078I02Rik,0.29208794,1
Cstf2t,0.2920827,1
Terf1,0.29205704,1
Wwox,0.29197636,1
Rbm18,0.29194826,1
Snrpb2,0.29192343,1
Marcks,0.29188088,1
2610035D17Rik,0.29185686,1
Fanca,0.2918496,1
Gm26912,0.29184633,1
Gm4841,0.29182017,1
Thoc2,0.2916131,1
Srf,0.29160663,1
Ccdc155,0.29153937,1
Tfr2,0.29145193,1
1500011B03Rik,0.2913938,1
Ptch1,0.2913376,1
Phf2,0.29131916,1
Selenom,0.29131073,1
Tmem268,0.29128638,1
Gm48226,0.29128045,1
1700101I11Rik,0.29125923,1
Zdhhc14,0.29123792,1
Gm9970,0.29120284,1
Scly,0.29115072,1
Kctd13,0.29112536,1
Ppt1,0.2911247,1
Large1,0.29096422,1
Cdk13,0.29093796,1
Fbxl8,0.290872,1
Rab33b,0.29080474,1
Gm36602,0.29077685,1
Slc7a3,0.2906634,1
Abat,0.29063267,1
Usp38,0.29053447,1
Car9,0.29050538,1
Zswim9,0.29044896,1
Sec61a1,0.290376,1
Casp9,0.2903114,1
Mapk11,0.29030326,1
Bahcc1,0.29029948,1
Slc25a38,0.29028893,1
Tsc22d4,0.2901785,1
Gm20627,0.29011697,1
Polr3gl,0.29007939,1
Fsd2,0.29001713,1
Sfmbt2,0.2899693,1
9430037G07Rik,0.28995025,1
Trp53inp1,0.2897953,1
Gm34921,0.28978556,1
Imp3,0.28968877,1
Capn10,0.28967804,1
Ckm,0.28952265,1
Gm36266,0.28932595,1
Zfp606,0.28930843,1
Rbm26,0.28916505,1
Zscan20,0.2891356,1
Il1rl1,0.28913033,1
Clk4,0.289114,1
Spryd7,0.28907394,1
Lrp1,0.28905898,1
Popdc3,0.2890473,1
Lpp,0.2890396,1
Skp1a,0.28896475,1
Phf20l1,0.28883618,1
Nudt3,0.28872332,1
Ncoa7,0.2887132,1
Rps27,0.28867114,1
Plekhg4,0.2886591,1
Elavl3,0.28865898,1
Zc3h10,0.2886343,1
Bambi,0.28849742,1
Tmx2,0.2883365,1
Doc2a,0.28830096,1
Atpaf2,0.28824657,1
Dph7,0.28811878,1
Rfxap,0.2881148,1
Fam124a,0.28808004,1
1810012K16Rik,0.2878053,1
Thsd7b,0.2877194,1
Mbnl1,0.2875228,1
Sfxn1,0.2874605,1
Rasa1,0.28737882,1
Cdca7l,0.28726578,1
Zfp518a,0.2872626,1
Gm49700,0.2872188,1
Copb2,0.2872161,1
Tti2,0.28709525,1
4930405O22Rik,0.28698182,1
Poli,0.28696743,1
Camta2,0.28694108,1
Trmt5,0.28690833,1
Mrps18a,0.28679058,1
Ywhab,0.2866097,1
Emilin1,0.28659043,1
Arpp19,0.2865609,1
Cox4i1,0.28644887,1
Tmem161a,0.2863974,1
Hhat,0.28636277,1
Cars,0.28635785,1
Dusp22,0.2861995,1
Gm43061,0.2859412,1
Eef1e1,0.28586137,1
Phpt1,0.28583643,1
Pld4,0.28583393,1
Wipf3,0.28581315,1
Rpl41,0.2857873,1
Gucy1a1,0.28568834,1
Gusb,0.28560272,1
Dnhd1,0.28558618,1
Epdr1,0.2855177,1
Cdkl4,0.28551564,1
Ten1,0.28548634,1
Commd9,0.28548098,1
Champ1,0.28546995,1
Crb3,0.28535435,1
Trim14,0.28528038,1
Tead1,0.28526822,1
Rpl27a,0.28516832,1
Lap3,0.2851483,1
Zfp72,0.2851367,1
Ccdc73,0.28512907,1
Gm17096,0.2850262,1
Grasp,0.28499487,1
Gm12216,0.28491256,1
Rhot2,0.28475446,1
Gin1,0.28472367,1
Nvl,0.2847103,1
Zfp710,0.28466952,1
Nxf1,0.28465825,1
Anxa9,0.28465292,1
Snai3,0.2844989,1
Zc3h13,0.2844622,1
F12,0.28446037,1
Rpl10a,0.2844309,1
Rpl13,0.28419003,1
Dmac2,0.28418693,1
Gm6377,0.28409576,1
Adamts10,0.2840865,1
Zzz3,0.28407964,1
Rala,0.2840535,1
Bod1l,0.28404132,1
Snhg4.1,0.28390294,1
Gm10366,0.28381273,1
S100a4,0.28374648,1
Nek11,0.28360483,1
Rrp12,0.28360412,1
Apln,0.28357694,1
Slc16a11,0.28346032,1
Derl3,0.28343558,1
Gpx3,0.28341088,1
Pam16,0.28329393,1
Babam2,0.2832537,1
Junos,0.2832137,1
Arntl2,0.28321168,1
Pi4kb,0.28319696,1
Plekhn1,0.28314725,1
Mief2,0.28288358,1
Sbsn,0.28287226,1
Ccdc90b,0.2828179,1
Unc5a,0.28279436,1
Gm15624,0.28267187,1
Nr1i3,0.28265843,1
Ndufv2,0.2825325,1
Pcbd2,0.28246215,1
Snhg6,0.28242067,1
Rps5,0.28239593,1
Bop1,0.28234422,1
Decr2,0.2822016,1
Sqor,0.2821828,1
Hmgxb4,0.28217936,1
Sh3tc2,0.28210846,1
Plet1,0.28205243,1
Adam10,0.28202415,1
2610002M06Rik,0.2819547,1
Smarcd3,0.28193578,1
Camsap2,0.2819055,1
Mrps22,0.28180704,1
Kcnu1,0.28172466,1
Gnpat,0.281664,1
Lin9,0.28163877,1
Rundc1,0.28160965,1
Fgf20,0.28155887,1
Dctn1,0.28151658,1
Pdlim1,0.2814944,1
Nsfl1c,0.28135628,1
E230001N04Rik,0.2813407,1
Abhd14a,0.28122592,1
1700110K17Rik,0.2812051,1
Arhgdig,0.28117168,1
Ankrd49,0.2811051,1
Tm2d2,0.28109285,1
Gm28112,0.2810133,1
Nfe2l2,0.28101066,1
Brf2,0.28100944,1
Gadd45b,0.28095794,1
Jade2,0.28092042,1
Klhl26,0.28089488,1
Ints14,0.2808676,1
Dcun1d4,0.28072664,1
Zfp964,0.28065285,1
Gm28187,0.2806462,1
Smc5,0.280545,1
Palm,0.28054485,1
Wdr5,0.2804523,1
Zfp788,0.28037533,1
Ndor1,0.2803465,1
Mob3b,0.28030103,1
Slc25a2,0.2802307,1
1810041H14Rik,0.2802054,1
Arhgap22,0.2801941,1
Spp1,0.28017974,1
Cela1,0.28013015,1
Plekhm3,0.27998298,1
Klhl10,0.27996796,1
Akap8,0.27995154,1
B230118H07Rik,0.2799167,1
Gm41541,0.27991387,1
Sap30,0.27989358,1
1500009L16Rik,0.27986336,1
Txndc16,0.2798307,1
Prkce,0.27982822,1
Srgap3,0.27974772,1
Axin1,0.27969578,1
Hdgf,0.2796954,1
Ogdhl,0.27963054,1
Dnajc5,0.27937397,1
Scimp,0.2793078,1
Kif3c,0.27927384,1
Csnk2b,0.27922904,1
Pfdn5,0.27920446,1
Gm21781,0.2792037,1
Gm10644,0.27919722,1
Ccdc127,0.2791775,1
Aftph,0.2790436,1
Slc35f6,0.2789825,1
Card19,0.27897477,1
Cep19,0.27893376,1
Fam92a,0.2789027,1
Tmem60,0.27890128,1
Rnf167,0.27888536,1
Tubb4a,0.27877784,1
Ppia,0.2787122,1
Ndufa4,0.27869973,1
Arhgap5,0.27866995,1
Csrnp1,0.27863982,1
Mrpl36,0.27857515,1
Tmem217,0.27856728,1
Mterf3,0.27855992,1
U2af1l4,0.27855477,1
Gm36839,0.27854818,1
Gm44876,0.27848983,1
Arg1,0.27846417,1
Chd3,0.2784123,1
Coq8b,0.27836037,1
Dcaf10,0.2782,1
Tmed7,0.27816644,1
Srebf1,0.2781448,1
Uevld,0.27800775,1
Gspt1,0.27789944,1
Ilkap,0.27783838,1
Lyn,0.27781603,1
Spint2,0.27779678,1
Tm9sf4,0.27779016,1
Bhlhe40,0.27774984,1
Igf2bp3,0.2777213,1
Palld,0.27770394,1
Ptpn4,0.2776224,1
Prpf19,0.27753383,1
Fnta,0.27746633,1
Ube2l3,0.27743337,1
Pdap1,0.27739164,1
Pomt1,0.27726936,1
Arid3a,0.27725348,1
Magi3,0.27720731,1
Nlrx1,0.27716675,1
Phf14,0.27712134,1
Trav12-1,0.27711523,1
Arfgap2,0.2771127,1
Bysl,0.27709407,1
Pi4k2b,0.27696264,1
C430042M11Rik,0.276927,1
Trio,0.27686638,1
Tbce,0.2768216,1
Cntf,0.27678216,1
Esrra,0.27677074,1
Gm26787,0.2766962,1
Cnbd2,0.27662274,1
Tm7sf3,0.27660814,1
C030006K11Rik,0.27654043,1
Pxt1,0.27653235,1
Echdc1,0.2764573,1
AI597479,0.27643135,1
Gm27011,0.27643073,1
Trerf1,0.276423,1
Zfp457,0.27639353,1
Slc35c2,0.2763793,1
4930544F09Rik,0.2763545,1
Lipt2,0.2762762,1
Coil,0.2762637,1
Smim13,0.27625707,1
Mgst2,0.2762351,1
Cdv3,0.27620226,1
Dhodh,0.27611473,1
Dusp3,0.27604872,1
Foxj3,0.27602285,1
Zmynd15,0.2759948,1
Eny2,0.2759694,1
Alg13,0.27575052,1
Golph3,0.27571493,1
Emilin2,0.27570754,1
Elf1,0.2756084,1
Cope,0.27559367,1
Gm10505,0.27557585,1
Usp24,0.27557474,1
Ighd,0.27550027,1
Pear1,0.27536103,1
Ccdc14,0.27532256,1
Exoc8,0.27530026,1
Gm13556,0.27521688,1
Samhd1,0.27519464,1
Zfp799,0.27513692,1
Opa1,0.2749464,1
Pik3c3,0.274891,1
Rpl15,0.27488607,1
Crat,0.27487186,1
Ipo13,0.2747951,1
Zfp729b,0.27479076,1
D030040B21Rik,0.27478224,1
Ap1s2,0.274661,1
St7,0.27461478,1
Usp25,0.27433217,1
Pqbp1,0.2742883,1
Gm28809,0.2742742,1
Mrps23,0.2742404,1
Kmt2b,0.27421126,1
St6galnac2.1,0.2740357,1
Idi2,0.27403408,1
Rfx5,0.2739699,1
Mmp9,0.27390587,1
Srprb,0.27386644,1
Rfx7,0.2738545,1
Tmcc1,0.27374294,1
Mturn,0.27367118,1
Trak1,0.2736002,1
Phkg1,0.27356216,1
Ddx6,0.27355844,1
Pla2g7,0.2735345,1
Itpkc,0.27350807,1
Sipa1l1,0.2734978,1
Sbds,0.27321148,1
Gm12279,0.27317488,1
C1galt1c1,0.27306056,1
Rnaseh2a,0.27303186,1
Gm42893,0.27296403,1
Ccdc150,0.27287182,1
Gm17055,0.27282715,1
Gpd1l,0.27279142,1
Hist1h2bb,0.27267924,1
Nat14,0.27250072,1
Tctex1d2,0.2724446,1
Chmp7,0.27244422,1
Pigh,0.2723598,1
Asb8,0.27220687,1
8030456M14Rik,0.27219012,1
Zmpste24,0.2721722,1
Cast,0.27217126,1
Bud13,0.2721504,1
Odr4,0.27211136,1
Gm47467,0.27203912,1
Arpin,0.27202526,1
Surf1,0.2719335,1
Lsm14a,0.2719293,1
Ell2,0.2717874,1
Rragb,0.2717539,1
9930104L06Rik,0.27170566,1
Pgd,0.2716081,1
Naglu,0.27154654,1
Mlec,0.27150223,1
Rplp0,0.27149826,1
Prr14l,0.27149725,1
Abhd13,0.27144146,1
Nhej1,0.2713814,1
Prrt2,0.2712541,1
Mgmt,0.27118737,1
Serf2,0.27116358,1
Gm26850,0.27111638,1
Guk1,0.2709462,1
Chmp2a,0.27092794,1
Ube2z,0.27088356,1
Eif2b5,0.2708325,1
Gm17098,0.27082872,1
Gm43328,0.27074823,1
Klhl11,0.2706447,1
Clec4a3,0.2706072,1
Tspan6,0.27037627,1
Ppm1b,0.27035317,1
Slc35e1,0.2703383,1
Bicral,0.27033707,1
Prpsap1,0.27027026,1
Gm48086,0.2701852,1
2310043M15Rik,0.270172,1
Utp14b,0.2701354,1
Gnrh1,0.27012497,1
Prim2,0.27001017,1
Zeb2os,0.26994663,1
Gtf2h1,0.26991034,1
Insl3,0.26975623,1
Snhg17,0.26967573,1
Abcd1,0.26957348,1
Stab2,0.26953617,1
Kdm5d,0.2694645,1
Appbp2os,0.26940906,1
Fyco1,0.2693359,1
Wdyhv1,0.2692936,1
Trip6,0.26927716,1
Pdgfb,0.26926214,1
Commd2,0.26924032,1
Smox,0.26922303,1
Ly6i,0.26919565,1
Etf1,0.26917076,1
Hspd1,0.2691533,1
Cep68,0.2690982,1
Vwa1,0.26907888,1
Rrp9,0.26907077,1
Katna1,0.2690574,1
Eefsec,0.26894876,1
Exoc6b,0.26894212,1
Mapre2,0.26894197,1
Phf3,0.26887047,1
Gins3,0.26882556,1
Dcaf15,0.2687848,1
Slc39a6,0.2687671,1
Suz12,0.26868078,1
Urm1,0.2685992,1
Arid4a,0.26859266,1
Ctnnbl1,0.26853636,1
Dph6,0.26848218,1
Taco1os,0.26846266,1
Psmd3,0.26841506,1
Eno3,0.2683909,1
C1qc,0.2682887,1
Copz1,0.2682394,1
Tgfbi,0.26821274,1
A930038B10Rik,0.26813865,1
Adi1,0.26808393,1
A930029G22Rik,0.26806533,1
Id2,0.26805723,1
Ran,0.26803055,1
Coro2a,0.26793188,1
Rmdn3,0.267923,1
Mapk14,0.26789495,1
Efcab9,0.2678473,1
Rdh5,0.26784042,1
Uty,0.2677542,1
Trappc8,0.2677499,1
Bard1,0.2676956,1
Tmem203,0.2676684,1
Pdhb,0.26758984,1
Gdap2,0.26750132,1
Art4,0.2674415,1
Arfgap3,0.2673846,1
Atp5k,0.26732206,1
D430018E03Rik,0.2671822,1
Gstp3,0.2671487,1
Zfp422,0.267128,1
Sec23a,0.26710716,1
A730009L09Rik,0.26707482,1
Carmil1,0.26707312,1
Creg1,0.2670417,1
Bcl10,0.26701123,1
Hist1h2ae,0.2669952,1
Hdac10,0.26694322,1
Gm10605,0.2669212,1
B3galt6,0.2669194,1
Tspan32os,0.26686874,1
Gadd45gip1,0.26686573,1
Slf1,0.26686063,1
Tex261,0.2668543,1
Hsd17b12,0.266833,1
Ugdh,0.2668274,1
Adora2a,0.2668164,1
Rhot1,0.26679954,1
Gm26646,0.26669613,1
Nup93,0.26666155,1
Bace1,0.26661214,1
Srxn1,0.2666012,1
Slc25a40,0.26653907,1
Chd1l,0.26648137,1
Pex6,0.2664453,1
Siah2,0.26644215,1
Slc22a15,0.2664174,1
Lekr1,0.26626155,1
Limd2,0.26624545,1
Dguok,0.2662198,1
U90926,0.2661771,1
Poldip2,0.2661668,1
Mrpl14,0.26608476,1
Irf9,0.2660769,1
Thbd,0.2660262,1
Gm16534,0.2659965,1
Tlcd2,0.2659806,1
Gga3,0.2659597,1
Pdlim2,0.2659106,1
Endog,0.2656567,1
Rcc1,0.2655787,1
Zdhhc3,0.26550582,1
Dcun1d5,0.26550367,1
Mettl6,0.26549095,1
Pld2,0.26546636,1
Usp44,0.26546207,1
Aplp2,0.26541907,1
Arpc3,0.26536998,1
Gm13889,0.26533347,1
Prickle3,0.26528856,1
Gm4924,0.26524982,1
Siglecf,0.26519772,1
Ube2e1,0.2651523,1
Gm34455,0.26511875,1
Arf6,0.2650956,1
Rhov,0.26507276,1
2010110K18Rik,0.2650194,1
Galk1,0.26498228,1
Stard10,0.26488787,1
Abcd4,0.26481897,1
Ahr,0.26478136,1
Il11ra1,0.26476088,1
Rassf1,0.26462683,1
Casp2,0.2646185,1
Nqo1,0.2645662,1
Diaph1,0.26451927,1
Msmp,0.26445347,1
Eif1a,0.26438192,1
Bcdin3d,0.26423872,1
Rps12,0.2642134,1
Utp14a,0.2641952,1
Fam169a,0.26413772,1
Tmsb15b2,0.26412562,1
Lcmt2,0.26407576,1
Hck,0.26406252,1
Wdr83os,0.26404887,1
2010204K13Rik,0.26396424,1
Tsr3,0.263818,1
Hrh2,0.26378968,1
Snrnp200,0.26373923,1
Stk17b,0.26364085,1
Gm15879,0.2635704,1
Acap3,0.26354578,1
Zfp956,0.26352635,1
Cacnb3,0.26349866,1
Fam20a,0.26348713,1
Hapln4,0.26344094,1
Gm17382,0.26337248,1
Ccdc69,0.26329702,1
Aldh16a1,0.2631791,1
Tbc1d15,0.26316458,1
Trav8d-2,0.2631595,1
Ahcyl2,0.2631554,1
Bnip3l,0.26315314,1
Nudt18,0.26314017,1
Caap1,0.263109,1
Gm43378,0.26308906,1
Zfp382,0.26302928,1
Zkscan17,0.26302445,1
Mon2,0.2629479,1
Sit1,0.26285106,1
Tmem260,0.26279366,1
Gm47861,0.26278797,1
Cd38,0.26276702,1
Prdx6,0.2627443,1
Ube2d2a,0.2625806,1
Ubald1,0.26257336,1
Rbm45,0.2625455,1
Slc49a4,0.26253703,1
Oard1,0.2624954,1
Gm27162,0.2624699,1
Prpf31,0.26246196,1
Rbbp6,0.26227438,1
Fam13a,0.26226604,1
Pdcd1lg2,0.2622583,1
Dscam,0.262228,1
Iqsec2,0.2621824,1
Tbc1d4,0.26214668,1
Vmp1,0.26175147,1
Srek1,0.26169285,1
Pno1,0.26163363,1
Psme4,0.2616109,1
Spi1,0.2615928,1
Agpat1,0.2615643,1
Gstt2,0.26147124,1
Ebf1,0.26146692,1
Il3,0.26141378,1
Scrib,0.26141173,1
C2,0.2613794,1
Bbof1,0.2613518,1
Vstm5,0.2613144,1
Ralbp1,0.26124942,1
Ankrd44,0.26122648,1
Lfng,0.2612161,1
Galnt3,0.26108038,1
Nt5dc2,0.26100308,1
Acyp1,0.2608992,1
4632404H12Rik,0.26081327,1
Tsix,0.26079968,1
AC121792.1,0.26078066,1
Sf1,0.2607476,1
Uhmk1,0.2607435,1
P3h3,0.2607431,1
Swsap1,0.26053274,1
Ncoa6,0.26048732,1
Ndst3,0.26036027,1
Smad4,0.2603165,1
E230016M11Rik,0.2602853,1
Gm32031,0.26021495,1
Naga,0.26020387,1
Gm45552,0.26013413,1
Mrps2,0.26007143,1
Tprg,0.26003253,1
Tmem51,0.2600208,1
Erg,0.2600189,1
Slco4a1,0.25998497,1
Slc16a3,0.259884,1
AC149090.1,0.2598801,1
Pank4,0.25982037,1
B4galt3,0.25975078,1
Stard13,0.259695,1
Mllt10,0.25968158,1
Setd7,0.2595644,1
Jup,0.25946495,1
Mad2l1bp,0.259458,1
Trim8,0.25936925,1
Eif3g,0.25936472,1
Alpk1,0.25933984,1
Trbv13-3,0.25932238,1
Mxd3,0.25922522,1
Trim7,0.25916508,1
Gm14168,0.25902376,1
Cnot2,0.25902253,1
Smdt1,0.2590187,1
Gm31718,0.25896436,1
Igsf5,0.25893813,1
Arhgef9,0.2589363,1
Snx22,0.25891307,1
Eftud2,0.25889933,1
Srrd,0.25886375,1
Bcas3os1,0.25883862,1
Plekhh1,0.25883225,1
Ccdc85b,0.2587858,1
Oas1c,0.258751,1
Xndc1,0.25872302,1
Psd4,0.2587012,1
Pkn2,0.25866845,1
Sntb2,0.2586488,1
Tmem161b,0.25856078,1
Gm34885,0.2584533,1
Hist1h3a,0.25832397,1
Cbs,0.25819135,1
Plekhg1,0.2580881,1
Dennd1a,0.258042,1
Mpp5,0.25797,1
Asb16,0.25796264,1
Pfkl,0.2579061,1
Nipsnap3b,0.2578672,1
Mdm1,0.25784606,1
Nelfcd,0.257794,1
Slfn5,0.25778097,1
Trim39,0.2577418,1
Ganc,0.2577256,1
Lzic,0.2575994,1
Tank,0.25759935,1
Rdx,0.25757727,1
Glyctk,0.25757554,1
Fancl,0.25718692,1
Trbv13-1,0.25716075,1
Zfp738,0.25714022,1
Zfp442,0.25707954,1
Zfp384,0.25702584,1
Trappc3l,0.25698152,1
Tdrd3,0.25694743,1
Phf11b,0.25681725,1
Pcbd1,0.25678176,1
E2f7,0.25676367,1
2010300C02Rik,0.2567384,1
C230035I16Rik,0.25672793,1
Plekhf1,0.25672272,1
Itpripl2,0.2566981,1
Nat8f1,0.25668547,1
Nrbp2,0.2566574,1
Birc5,0.25660765,1
Hspb2,0.2565481,1
Cyc1,0.2564875,1
Med12l,0.2564474,1
Rps23,0.25644672,1
Zfp445,0.25643736,1
AW209491,0.2564062,1
Tceanc,0.25634053,1
Gpatch1,0.2562617,1
Acy1,0.25624728,1
Ctnnd2,0.2562311,1
Fam241a,0.25622976,1
Ydjc,0.2561727,1
Ankrd50,0.25612536,1
Arpc1b,0.2561248,1
Metrn,0.2560673,1
Jpt1,0.25605038,1
Taz,0.25604263,1
Ltn1,0.2560384,1
Ubl4a,0.25602773,1
Clpb,0.25597426,1
Cfap53,0.2559713,1
1700021F05Rik,0.25586203,1
Adcy7,0.25586197,1
Cav2,0.2558555,1
Stk38l,0.25584128,1
Ap1ar,0.2558378,1
A130010J15Rik,0.2558164,1
Daxx,0.25567326,1
Nectin4,0.25565052,1
Phactr2,0.25564268,1
Dmxl1,0.2555633,1
Spaca9,0.2555437,1
Ppme1,0.25552636,1
Cenps,0.25547445,1
Krt222,0.25546318,1
Prdm16,0.25537032,1
Trappc12,0.25532198,1
Disp1,0.25529608,1
Prpf38b,0.2552591,1
Gm960,0.25525582,1
Ipp,0.25515735,1
Gm16794,0.25497633,1
Bcar1,0.25493765,1
Gm10640,0.25492913,1
Btf3l4,0.25491944,1
Letm1,0.25485706,1
Parp9,0.25473633,1
Wdr89,0.25471058,1
Rtcb,0.2546525,1
Snx20,0.25462914,1
Bcl2a1a,0.25455537,1
Myo6,0.25451562,1
Gm8251,0.25450915,1
Pigf,0.25443655,1
Rcbtb1,0.2544261,1
Gm45606,0.2543195,1
Pafah1b3,0.2541834,1
Egr1,0.25417838,1
Unc45a,0.2541761,1
Abhd17c,0.25409928,1
Zer1,0.25403345,1
Zfp985,0.25402713,1
Lmtk3,0.254016,1
Slx4ip,0.2540028,1
Gm12359,0.25394154,1
4930461C15Rik,0.25392926,1
Smagp,0.25379834,1
Fbxw9,0.2537843,1
2610021A01Rik,0.25370172,1
C030032O16Rik,0.2536961,1
Ppp3ca,0.2536912,1
Aldoart1,0.25366434,1
Nceh1,0.2535904,1
Gm21691,0.25350007,1
Rnf125,0.25340575,1
Ism2,0.25340524,1
Iqgap1,0.25336918,1
1700012B09Rik,0.25326556,1
Zik1,0.25319925,1
Kat2a,0.2531368,1
Atp11c,0.25307488,1
Gm6712,0.2530643,1
Bcat1,0.2530538,1
Nubp2,0.2530269,1
Zfp113,0.2529568,1
Tada3,0.25294825,1
Pip4k2b,0.2528349,1
Kifc1,0.25278187,1
Gm26756,0.2527817,1
E2f6,0.25273752,1
Gm42418,0.252734,1
Bet1,0.25261799,1
Neu4,0.25254646,1
Gm12940,0.2524674,1
Cox16,0.25242653,1
Zfp248,0.25238222,1
Rcsd1,0.25234455,1
Nup210,0.25234005,1
Asb6,0.25231236,1
Tmem221,0.25219047,1
Esyt2,0.25218606,1
Ccni,0.25213364,1
Utp25,0.2520667,1
1700012D14Rik,0.25203392,1
9530080O11Rik,0.25200218,1
Ftsj1,0.25192428,1
Haus7,0.25168338,1
4930417H01Rik,0.25165346,1
